"Notes"	"State"	"StateCode"	"Year"	"YearCode"	"Age"	"AgeCode"	Births	FPop	Rate
	"Michigan"	"26"	"2013"	"2013"	"30-34 years"	"30-34"	29249	297349	98.37
	"Michigan"	"26"	"2013"	"2013"	"35-39 years"	"35-39"	12064	283538	42.55
	"Michigan"	"26"	"2013"	"2013"	"40-44 years"	"40-44"	2613	323242	8.08
	"Michigan"	"26"	"2013"	"2013"	"45-49 years"	"45-49"	177	Not Available	Not Available
	"Michigan"	"26"	"2014"	"2014"	"Under 15 years"	"15"	69	Not Available	Not Available
	"Michigan"	"26"	"2014"	"2014"	"15-19 years"	"15-19"	6967	330141	21.10
	"Michigan"	"26"	"2014"	"2014"	"20-24 years"	"20-24"	27144	359542	75.50
	"Michigan"	"26"	"2014"	"2014"	"25-29 years"	"25-29"	34859	301115	115.77
	"Michigan"	"26"	"2014"	"2014"	"30-34 years"	"30-34"	30143	296897	101.53
	"Michigan"	"26"	"2014"	"2014"	"35-39 years"	"35-39"	12446	285171	43.64
	"Michigan"	"26"	"2014"	"2014"	"40-44 years"	"40-44"	2564	314912	8.14
	"Michigan"	"26"	"2014"	"2014"	"45-49 years"	"45-49"	173	Not Available	Not Available
	"Michigan"	"26"	"2014"	"2014"	"50 years and over"	"50+"	10	Not Available	Not Available
	"Michigan"	"26"	"2015"	"2015"	"Under 15 years"	"15"	59	Not Available	Not Available
	"Michigan"	"26"	"2015"	"2015"	"15-19 years"	"15-19"	6356	327635	19.40
	"Michigan"	"26"	"2015"	"2015"	"20-24 years"	"20-24"	25747	352851	72.97
	"Michigan"	"26"	"2015"	"2015"	"25-29 years"	"25-29"	35147	311376	112.88
	"Michigan"	"26"	"2015"	"2015"	"30-34 years"	"30-34"	30439	295939	102.86
	"Michigan"	"26"	"2015"	"2015"	"35-39 years"	"35-39"	12885	289520	44.50
	"Michigan"	"26"	"2015"	"2015"	"40-44 years"	"40-44"	2488	303336	8.20
	"Michigan"	"26"	"2015"	"2015"	"45-49 years"	"45-49"	182	Not Available	Not Available
	"Minnesota"	"27"	"2007"	"2007"	"Under 15 years"	"15"	66	Not Available	Not Available
	"Minnesota"	"27"	"2007"	"2007"	"15-19 years"	"15-19"	5193	185988	27.92
	"Minnesota"	"27"	"2007"	"2007"	"20-24 years"	"20-24"	15574	178693	87.16
	"Minnesota"	"27"	"2007"	"2007"	"25-29 years"	"25-29"	23504	174416	134.76
	"Minnesota"	"27"	"2007"	"2007"	"30-34 years"	"30-34"	18682	159214	117.34
	"Minnesota"	"27"	"2007"	"2007"	"35-39 years"	"35-39"	8847	173464	51.00
	"Minnesota"	"27"	"2007"	"2007"	"40-44 years"	"40-44"	1744	190288	9.17
	"Minnesota"	"27"	"2007"	"2007"	"45-49 years"	"45-49"	118	Not Available	Not Available
	"Minnesota"	"27"	"2008"	"2008"	"Under 15 years"	"15"	66	Not Available	Not Available
	"Minnesota"	"27"	"2008"	"2008"	"15-19 years"	"15-19"	4885	184568	26.47
	"Minnesota"	"27"	"2008"	"2008"	"20-24 years"	"20-24"	14886	177483	83.87
	"Minnesota"	"27"	"2008"	"2008"	"25-29 years"	"25-29"	23312	179750	129.69
	"Minnesota"	"27"	"2008"	"2008"	"30-34 years"	"30-34"	18827	161750	116.40
	"Minnesota"	"27"	"2008"	"2008"	"35-39 years"	"35-39"	8591	170076	50.51
	"Minnesota"	"27"	"2008"	"2008"	"40-44 years"	"40-44"	1704	182769	9.32
	"Minnesota"	"27"	"2008"	"2008"	"45-49 years"	"45-49"	138	Not Available	Not Available
	"Minnesota"	"27"	"2008"	"2008"	"50 years and over"	"50+"	12	Not Available	Not Available
	"Minnesota"	"27"	"2009"	"2009"	"Under 15 years"	"15"	37	Not Available	Not Available
	"Minnesota"	"27"	"2009"	"2009"	"15-19 years"	"15-19"	4384	181719	24.13
	"Minnesota"	"27"	"2009"	"2009"	"20-24 years"	"20-24"	14125	176416	80.07
	"Minnesota"	"27"	"2009"	"2009"	"25-29 years"	"25-29"	22972	183201	125.39
	"Minnesota"	"27"	"2009"	"2009"	"30-34 years"	"30-34"	18946	165589	114.42
	"Minnesota"	"27"	"2009"	"2009"	"35-39 years"	"35-39"	8248	165502	49.84
	"Minnesota"	"27"	"2009"	"2009"	"40-44 years"	"40-44"	1803	178092	10.12
	"Minnesota"	"27"	"2009"	"2009"	"45-49 years"	"45-49"	112	Not Available	Not Available
	"Minnesota"	"27"	"2009"	"2009"	"50 years and over"	"50+"	19	Not Available	Not Available
	"Minnesota"	"27"	"2010"	"2010"	"Under 15 years"	"15"	46	Not Available	Not Available
	"Minnesota"	"27"	"2010"	"2010"	"15-19 years"	"15-19"	4035	179235	22.51
	"Minnesota"	"27"	"2010"	"2010"	"20-24 years"	"20-24"	12830	174926	73.35
	"Minnesota"	"27"	"2010"	"2010"	"25-29 years"	"25-29"	22390	185124	120.95
	"Minnesota"	"27"	"2010"	"2010"	"30-34 years"	"30-34"	19350	168351	114.94
	"Minnesota"	"27"	"2010"	"2010"	"35-39 years"	"35-39"	8058	162375	49.63
	"Minnesota"	"27"	"2010"	"2010"	"40-44 years"	"40-44"	1784	175670	10.16
	"Minnesota"	"27"	"2010"	"2010"	"45-49 years"	"45-49"	101	Not Available	Not Available
	"Minnesota"	"27"	"2010"	"2010"	"50 years and over"	"50+"	16	Not Available	Not Available
	"Minnesota"	"27"	"2011"	"2011"	"Under 15 years"	"15"	42	Not Available	Not Available
	"Minnesota"	"27"	"2011"	"2011"	"15-19 years"	"15-19"	3464	179377	19.31
	"Minnesota"	"27"	"2011"	"2011"	"20-24 years"	"20-24"	12230	172457	70.92
	"Minnesota"	"27"	"2011"	"2011"	"25-29 years"	"25-29"	22235	184947	120.22
	"Minnesota"	"27"	"2011"	"2011"	"30-34 years"	"30-34"	20350	175431	116.00
	"Minnesota"	"27"	"2011"	"2011"	"35-39 years"	"35-39"	8166	157272	51.92
	"Minnesota"	"27"	"2011"	"2011"	"40-44 years"	"40-44"	1782	174717	10.20
	"Minnesota"	"27"	"2011"	"2011"	"45-49 years"	"45-49"	129	Not Available	Not Available
	"Minnesota"	"27"	"2011"	"2011"	"50 years and over"	"50+"	11	Not Available	Not Available
	"Minnesota"	"27"	"2012"	"2012"	"Under 15 years"	"15"	43	Not Available	Not Available
	"Minnesota"	"27"	"2012"	"2012"	"15-19 years"	"15-19"	3295	177697	18.54
	"Minnesota"	"27"	"2012"	"2012"	"20-24 years"	"20-24"	12218	174684	69.94
	"Minnesota"	"27"	"2012"	"2012"	"25-29 years"	"25-29"	21858	182743	119.61
	"Minnesota"	"27"	"2012"	"2012"	"30-34 years"	"30-34"	21207	181287	116.98
	"Minnesota"	"27"	"2012"	"2012"	"35-39 years"	"35-39"	8213	157309	52.21
	"Minnesota"	"27"	"2012"	"2012"	"40-44 years"	"40-44"	1798	172578	10.42
	"Minnesota"	"27"	"2012"	"2012"	"45-49 years"	"45-49"	128	Not Available	Not Available
	"Minnesota"	"27"	"2012"	"2012"	"50 years and over"	"50+"	12	Not Available	Not Available
	"Minnesota"	"27"	"2013"	"2013"	"Under 15 years"	"15"	31	Not Available	Not Available
	"Minnesota"	"27"	"2013"	"2013"	"15-19 years"	"15-19"	2950	175783	16.78
	"Minnesota"	"27"	"2013"	"2013"	"20-24 years"	"20-24"	11745	177718	66.09
	"Minnesota"	"27"	"2013"	"2013"	"25-29 years"	"25-29"	21913	180144	121.64
	"Minnesota"	"27"	"2013"	"2013"	"30-34 years"	"30-34"	22003	185760	118.45
	"Minnesota"	"27"	"2013"	"2013"	"35-39 years"	"35-39"	8695	161132	53.96
	"Minnesota"	"27"	"2013"	"2013"	"40-44 years"	"40-44"	1688	169099	9.98
	"Minnesota"	"27"	"2013"	"2013"	"45-49 years"	"45-49"	123	Not Available	Not Available
	"Minnesota"	"27"	"2013"	"2013"	"50 years and over"	"50+"	11	Not Available	Not Available
	"Minnesota"	"27"	"2014"	"2014"	"Under 15 years"	"15"	23	Not Available	Not Available
	"Minnesota"	"27"	"2014"	"2014"	"15-19 years"	"15-19"	2709	174926	15.49
	"Minnesota"	"27"	"2014"	"2014"	"20-24 years"	"20-24"	11466	179191	63.99
	"Minnesota"	"27"	"2014"	"2014"	"25-29 years"	"25-29"	21759	179845	120.99
	"Minnesota"	"27"	"2014"	"2014"	"30-34 years"	"30-34"	22933	188795	121.47
	"Minnesota"	"27"	"2014"	"2014"	"35-39 years"	"35-39"	9165	165558	55.36
	"Minnesota"	"27"	"2014"	"2014"	"40-44 years"	"40-44"	1688	165025	10.23
	"Minnesota"	"27"	"2014"	"2014"	"45-49 years"	"45-49"	152	Not Available	Not Available
	"Minnesota"	"27"	"2015"	"2015"	"Under 15 years"	"15"	22	Not Available	Not Available
	"Minnesota"	"27"	"2015"	"2015"	"15-19 years"	"15-19"	2386	174411	13.68
	"Minnesota"	"27"	"2015"	"2015"	"20-24 years"	"20-24"	10848	180007	60.26
	"Minnesota"	"27"	"2015"	"2015"	"25-29 years"	"25-29"	21549	177726	121.25
	"Minnesota"	"27"	"2015"	"2015"	"30-34 years"	"30-34"	23455	190342	123.23
	"Minnesota"	"27"	"2015"	"2015"	"35-39 years"	"35-39"	9715	170938	56.83
	"Minnesota"	"27"	"2015"	"2015"	"40-44 years"	"40-44"	1697	160639	10.56
	"Minnesota"	"27"	"2015"	"2015"	"45-49 years"	"45-49"	153	Not Available	Not Available
	"Mississippi"	"28"	"2007"	"2007"	"Under 15 years"	"15"	155	Not Available	Not Available
	"Mississippi"	"28"	"2007"	"2007"	"15-19 years"	"15-19"	7811	111494	70.06
	"Mississippi"	"28"	"2007"	"2007"	"20-24 years"	"20-24"	15535	105679	147.00
	"Mississippi"	"28"	"2007"	"2007"	"25-29 years"	"25-29"	12718	100532	126.51
	"Mississippi"	"28"	"2007"	"2007"	"30-34 years"	"30-34"	6779	91997	73.69
	"Mississippi"	"28"	"2007"	"2007"	"35-39 years"	"35-39"	2904	97854	29.68
	"Mississippi"	"28"	"2007"	"2007"	"40-44 years"	"40-44"	551	102120	5.40
	"Mississippi"	"28"	"2007"	"2007"	"45-49 years"	"45-49"	37	Not Available	Not Available
	"Mississippi"	"28"	"2008"	"2008"	"Under 15 years"	"15"	132	Not Available	Not Available
	"Mississippi"	"28"	"2008"	"2008"	"15-19 years"	"15-19"	7193	112452	63.97
	"Mississippi"	"28"	"2008"	"2008"	"20-24 years"	"20-24"	14958	104927	142.56
	"Mississippi"	"28"	"2008"	"2008"	"25-29 years"	"25-29"	12511	101507	123.25
	"Mississippi"	"28"	"2008"	"2008"	"30-34 years"	"30-34"	6758	92136	73.35
	"Mississippi"	"28"	"2008"	"2008"	"35-39 years"	"35-39"	2813	98340	28.60
	"Mississippi"	"28"	"2008"	"2008"	"40-44 years"	"40-44"	548	99141	5.53
	"Mississippi"	"28"	"2008"	"2008"	"45-49 years"	"45-49"	33	Not Available	Not Available
	"Mississippi"	"28"	"2009"	"2009"	"Under 15 years"	"15"	141	Not Available	Not Available
	"Mississippi"	"28"	"2009"	"2009"	"15-19 years"	"15-19"	6945	111688	62.18
	"Mississippi"	"28"	"2009"	"2009"	"20-24 years"	"20-24"	14052	104760	134.14
	"Mississippi"	"28"	"2009"	"2009"	"25-29 years"	"25-29"	11797	101821	115.86
	"Mississippi"	"28"	"2009"	"2009"	"30-34 years"	"30-34"	6737	93728	71.88
	"Mississippi"	"28"	"2009"	"2009"	"35-39 years"	"35-39"	2682	97127	27.61
	"Mississippi"	"28"	"2009"	"2009"	"40-44 years"	"40-44"	514	96847	5.31
	"Mississippi"	"28"	"2009"	"2009"	"45-49 years"	"45-49"	33	Not Available	Not Available
	"Mississippi"	"28"	"2010"	"2010"	"Under 15 years"	"15"	111	Not Available	Not Available
	"Mississippi"	"28"	"2010"	"2010"	"15-19 years"	"15-19"	6077	110474	55.01
	"Mississippi"	"28"	"2010"	"2010"	"20-24 years"	"20-24"	12859	105461	121.93
	"Mississippi"	"28"	"2010"	"2010"	"25-29 years"	"25-29"	11395	100472	113.41
	"Mississippi"	"28"	"2010"	"2010"	"30-34 years"	"30-34"	6525	95710	68.17
	"Mississippi"	"28"	"2010"	"2010"	"35-39 years"	"35-39"	2526	96004	26.31
	"Mississippi"	"28"	"2010"	"2010"	"40-44 years"	"40-44"	508	95915	5.30
	"Mississippi"	"28"	"2010"	"2010"	"45-49 years"	"45-49"	32	Not Available	Not Available
	"Mississippi"	"28"	"2011"	"2011"	"Under 15 years"	"15"	97	Not Available	Not Available
	"Mississippi"	"28"	"2011"	"2011"	"15-19 years"	"15-19"	5363	106822	50.21
	"Mississippi"	"28"	"2011"	"2011"	"20-24 years"	"20-24"	13119	109144	120.20
	"Mississippi"	"28"	"2011"	"2011"	"25-29 years"	"25-29"	11411	99580	114.59
	"Mississippi"	"28"	"2011"	"2011"	"30-34 years"	"30-34"	6857	98099	69.90
	"Mississippi"	"28"	"2011"	"2011"	"35-39 years"	"35-39"	2467	93002	26.53
	"Mississippi"	"28"	"2011"	"2011"	"40-44 years"	"40-44"	517	96893	5.34
	"Mississippi"	"28"	"2011"	"2011"	"45-49 years"	"45-49"	28	Not Available	Not Available
	"Mississippi"	"28"	"2012"	"2012"	"Under 15 years"	"15"	91	Not Available	Not Available
	"Mississippi"	"28"	"2012"	"2012"	"15-19 years"	"15-19"	4781	103793	46.06
	"Mississippi"	"28"	"2012"	"2012"	"20-24 years"	"20-24"	12656	111422	113.59
	"Mississippi"	"28"	"2012"	"2012"	"25-29 years"	"25-29"	10960	98104	111.72
	"Mississippi"	"28"	"2012"	"2012"	"30-34 years"	"30-34"	7011	99080	70.76
	"Mississippi"	"28"	"2012"	"2012"	"35-39 years"	"35-39"	2597	92507	28.07
	"Mississippi"	"28"	"2012"	"2012"	"40-44 years"	"40-44"	547	97399	5.62
	"Mississippi"	"28"	"2012"	"2012"	"45-49 years"	"45-49"	25	Not Available	Not Available
	"Mississippi"	"28"	"2013"	"2013"	"Under 15 years"	"15"	74	Not Available	Not Available
	"Mississippi"	"28"	"2013"	"2013"	"15-19 years"	"15-19"	4347	101966	42.63
	"Mississippi"	"28"	"2013"	"2013"	"20-24 years"	"20-24"	12483	112444	111.02
	"Mississippi"	"28"	"2013"	"2013"	"25-29 years"	"25-29"	11283	97741	115.44
	"Mississippi"	"28"	"2013"	"2013"	"30-34 years"	"30-34"	7287	99629	73.14
	"Mississippi"	"28"	"2013"	"2013"	"35-39 years"	"35-39"	2594	92534	28.03
	"Mississippi"	"28"	"2013"	"2013"	"40-44 years"	"40-44"	537	97376	5.51
	"Mississippi"	"28"	"2013"	"2013"	"45-49 years"	"45-49"	29	Not Available	Not Available
	"Mississippi"	"28"	"2014"	"2014"	"Under 15 years"	"15"	72	Not Available	Not Available
	"Mississippi"	"28"	"2014"	"2014"	"15-19 years"	"15-19"	3853	101478	37.97
	"Mississippi"	"28"	"2014"	"2014"	"20-24 years"	"20-24"	12613	111991	112.63
	"Mississippi"	"28"	"2014"	"2014"	"25-29 years"	"25-29"	11419	98831	115.54
	"Mississippi"	"28"	"2014"	"2014"	"30-34 years"	"30-34"	7483	99398	75.28
	"Mississippi"	"28"	"2014"	"2014"	"35-39 years"	"35-39"	2751	93395	29.46
	"Mississippi"	"28"	"2014"	"2014"	"40-44 years"	"40-44"	500	96167	5.20
	"Mississippi"	"28"	"2014"	"2014"	"45-49 years"	"45-49"	44	Not Available	Not Available
	"Mississippi"	"28"	"2015"	"2015"	"Under 15 years"	"15"	74	Not Available	Not Available
	"Mississippi"	"28"	"2015"	"2015"	"15-19 years"	"15-19"	3536	101605	34.80
	"Mississippi"	"28"	"2015"	"2015"	"20-24 years"	"20-24"	12078	108890	110.92
	"Mississippi"	"28"	"2015"	"2015"	"25-29 years"	"25-29"	11662	101131	115.32
	"Mississippi"	"28"	"2015"	"2015"	"30-34 years"	"30-34"	7504	98336	76.31
	"Mississippi"	"28"	"2015"	"2015"	"35-39 years"	"35-39"	3008	95197	31.60
	"Mississippi"	"28"	"2015"	"2015"	"40-44 years"	"40-44"	503	94286	5.33
	"Mississippi"	"28"	"2015"	"2015"	"45-49 years"	"45-49"	28	Not Available	Not Available
	"Missouri"	"29"	"2007"	"2007"	"Under 15 years"	"15"	107	Not Available	Not Available
	"Missouri"	"29"	"2007"	"2007"	"15-19 years"	"15-19"	9244	209941	44.03
	"Missouri"	"29"	"2007"	"2007"	"20-24 years"	"20-24"	23517	204232	115.15
	"Missouri"	"29"	"2007"	"2007"	"25-29 years"	"25-29"	24614	197448	124.66
	"Missouri"	"29"	"2007"	"2007"	"30-34 years"	"30-34"	15964	177268	90.06
	"Missouri"	"29"	"2007"	"2007"	"35-39 years"	"35-39"	7055	192164	36.71
	"Missouri"	"29"	"2007"	"2007"	"40-44 years"	"40-44"	1345	208344	6.46
	"Missouri"	"29"	"2007"	"2007"	"45-49 years"	"45-49"	81	Not Available	Not Available
	"Missouri"	"29"	"2008"	"2008"	"Under 15 years"	"15"	92	Not Available	Not Available
	"Missouri"	"29"	"2008"	"2008"	"15-19 years"	"15-19"	9160	210491	43.52
	"Missouri"	"29"	"2008"	"2008"	"20-24 years"	"20-24"	22696	203911	111.30
	"Missouri"	"29"	"2008"	"2008"	"25-29 years"	"25-29"	24536	200800	122.19
	"Missouri"	"29"	"2008"	"2008"	"30-34 years"	"30-34"	16066	177688	90.42
	"Missouri"	"29"	"2008"	"2008"	"35-39 years"	"35-39"	6958	190737	36.48
	"Missouri"	"29"	"2008"	"2008"	"40-44 years"	"40-44"	1373	200509	6.85
	"Missouri"	"29"	"2008"	"2008"	"45-49 years"	"45-49"	77	Not Available	Not Available
	"Missouri"	"29"	"2009"	"2009"	"Under 15 years"	"15"	74	Not Available	Not Available
	"Missouri"	"29"	"2009"	"2009"	"15-19 years"	"15-19"	8499	209478	40.57
	"Missouri"	"29"	"2009"	"2009"	"20-24 years"	"20-24"	21955	203946	107.65
	"Missouri"	"29"	"2009"	"2009"	"25-29 years"	"25-29"	23813	202675	117.49
	"Missouri"	"29"	"2009"	"2009"	"30-34 years"	"30-34"	16355	181709	90.01
	"Missouri"	"29"	"2009"	"2009"	"35-39 years"	"35-39"	6833	188152	36.32
	"Missouri"	"29"	"2009"	"2009"	"40-44 years"	"40-44"	1299	193980	6.70
	"Missouri"	"29"	"2009"	"2009"	"45-49 years"	"45-49"	74	Not Available	Not Available
	"Missouri"	"29"	"2010"	"2010"	"Under 15 years"	"15"	75	Not Available	Not Available
	"Missouri"	"29"	"2010"	"2010"	"15-19 years"	"15-19"	7669	206847	37.08
	"Missouri"	"29"	"2010"	"2010"	"20-24 years"	"20-24"	20568	205496	100.09
	"Missouri"	"29"	"2010"	"2010"	"25-29 years"	"25-29"	23562	201801	116.76
	"Missouri"	"29"	"2010"	"2010"	"30-34 years"	"30-34"	16775	185922	90.23
	"Missouri"	"29"	"2010"	"2010"	"35-39 years"	"35-39"	6652	184926	35.97
	"Missouri"	"29"	"2010"	"2010"	"40-44 years"	"40-44"	1375	191692	7.17
	"Missouri"	"29"	"2010"	"2010"	"45-49 years"	"45-49"	80	Not Available	Not Available
	"Missouri"	"29"	"2011"	"2011"	"Under 15 years"	"15"	61	Not Available	Not Available
	"Missouri"	"29"	"2011"	"2011"	"15-19 years"	"15-19"	6944	201536	34.46
	"Missouri"	"29"	"2011"	"2011"	"20-24 years"	"20-24"	20199	209422	96.45
	"Missouri"	"29"	"2011"	"2011"	"25-29 years"	"25-29"	23250	201527	115.37
	"Missouri"	"29"	"2011"	"2011"	"30-34 years"	"30-34"	17521	192209	91.16
	"Missouri"	"29"	"2011"	"2011"	"35-39 years"	"35-39"	6670	178101	37.45
	"Missouri"	"29"	"2011"	"2011"	"40-44 years"	"40-44"	1392	192084	7.25
	"Missouri"	"29"	"2011"	"2011"	"45-49 years"	"45-49"	76	Not Available	Not Available
	"Missouri"	"29"	"2012"	"2012"	"Under 15 years"	"15"	69	Not Available	Not Available
	"Missouri"	"29"	"2012"	"2012"	"15-19 years"	"15-19"	6317	196245	32.19
	"Missouri"	"29"	"2012"	"2012"	"20-24 years"	"20-24"	19890	212684	93.52
	"Missouri"	"29"	"2012"	"2012"	"25-29 years"	"25-29"	23045	200475	114.95
	"Missouri"	"29"	"2012"	"2012"	"30-34 years"	"30-34"	17909	195707	91.51
	"Missouri"	"29"	"2012"	"2012"	"35-39 years"	"35-39"	6700	176592	37.94
	"Missouri"	"29"	"2012"	"2012"	"40-44 years"	"40-44"	1440	190996	7.54
	"Missouri"	"29"	"2012"	"2012"	"45-49 years"	"45-49"	72	Not Available	Not Available
	"Missouri"	"29"	"2013"	"2013"	"Under 15 years"	"15"	43	Not Available	Not Available
	"Missouri"	"29"	"2013"	"2013"	"15-19 years"	"15-19"	5814	193698	30.02
	"Missouri"	"29"	"2013"	"2013"	"20-24 years"	"20-24"	19430	214763	90.47
	"Missouri"	"29"	"2013"	"2013"	"25-29 years"	"25-29"	23193	198863	116.63
	"Missouri"	"29"	"2013"	"2013"	"30-34 years"	"30-34"	18450	199569	92.45
	"Missouri"	"29"	"2013"	"2013"	"35-39 years"	"35-39"	6953	178109	39.04
	"Missouri"	"29"	"2013"	"2013"	"40-44 years"	"40-44"	1344	189455	7.09
	"Missouri"	"29"	"2013"	"2013"	"45-49 years"	"45-49"	69	Not Available	Not Available
	"Missouri"	"29"	"2014"	"2014"	"Under 15 years"	"15"	51	Not Available	Not Available
	"Missouri"	"29"	"2014"	"2014"	"15-19 years"	"15-19"	5232	192292	27.21
	"Missouri"	"29"	"2014"	"2014"	"20-24 years"	"20-24"	19041	214632	88.71
	"Missouri"	"29"	"2014"	"2014"	"25-29 years"	"25-29"	23218	200298	115.92
	"Missouri"	"29"	"2014"	"2014"	"30-34 years"	"30-34"	19125	201291	95.01
	"Missouri"	"29"	"2014"	"2014"	"35-39 years"	"35-39"	7206	181269	39.75
	"Missouri"	"29"	"2014"	"2014"	"40-44 years"	"40-44"	1401	186376	7.52
	"Missouri"	"29"	"2014"	"2014"	"45-49 years"	"45-49"	80	Not Available	Not Available
	"Missouri"	"29"	"2015"	"2015"	"Under 15 years"	"15"	43	Not Available	Not Available
	"Missouri"	"29"	"2015"	"2015"	"15-19 years"	"15-19"	4838	193146	25.05
	"Missouri"	"29"	"2015"	"2015"	"20-24 years"	"20-24"	18477	211519	87.35
	"Missouri"	"29"	"2015"	"2015"	"25-29 years"	"25-29"	23334	202694	115.12
	"Missouri"	"29"	"2015"	"2015"	"30-34 years"	"30-34"	19346	200842	96.32
	"Missouri"	"29"	"2015"	"2015"	"35-39 years"	"35-39"	7651	185758	41.19
	"Missouri"	"29"	"2015"	"2015"	"40-44 years"	"40-44"	1288	182598	7.05
	"Missouri"	"29"	"2015"	"2015"	"45-49 years"	"45-49"	75	Not Available	Not Available
	"Montana"	"30"	"2007"	"2007"	"15-19 years"	"15-19"	1200	34037	35.26
	"Montana"	"30"	"2007"	"2007"	"20-24 years"	"20-24"	3488	32879	106.09
	"Montana"	"30"	"2007"	"2007"	"25-29 years"	"25-29"	3757	28448	132.07
	"Montana"	"30"	"2007"	"2007"	"30-34 years"	"30-34"	2555	26000	98.27
	"Montana"	"30"	"2007"	"2007"	"35-39 years"	"35-39"	1172	27965	41.91
	"Montana"	"30"	"2007"	"2007"	"40-44 years"	"40-44"	244	31619	7.72
	"Montana"	"30"	"2007"	"2007"	"45-49 years"	"45-49"	16	Not Available	Not Available
	"Montana"	"30"	"2008"	"2008"	"15-19 years"	"15-19"	1312	33698	38.93
	"Montana"	"30"	"2008"	"2008"	"20-24 years"	"20-24"	3460	32811	105.45
	"Montana"	"30"	"2008"	"2008"	"25-29 years"	"25-29"	3883	29617	131.11
	"Montana"	"30"	"2008"	"2008"	"30-34 years"	"30-34"	2606	26884	96.93
	"Montana"	"30"	"2008"	"2008"	"35-39 years"	"35-39"	1082	27842	38.86
	"Montana"	"30"	"2008"	"2008"	"40-44 years"	"40-44"	223	30224	7.38
	"Montana"	"30"	"2008"	"2008"	"45-49 years"	"45-49"	17	Not Available	Not Available
	"Montana"	"30"	"2009"	"2009"	"15-19 years"	"15-19"	1264	32930	38.38
	"Montana"	"30"	"2009"	"2009"	"20-24 years"	"20-24"	3305	32356	102.14
	"Montana"	"30"	"2009"	"2009"	"25-29 years"	"25-29"	3764	30411	123.77
	"Montana"	"30"	"2009"	"2009"	"30-34 years"	"30-34"	2618	27893	93.86
	"Montana"	"30"	"2009"	"2009"	"35-39 years"	"35-39"	1069	27442	38.95
	"Montana"	"30"	"2009"	"2009"	"40-44 years"	"40-44"	219	28885	7.58
	"Montana"	"30"	"2009"	"2009"	"45-49 years"	"45-49"	16	Not Available	Not Available
	"Montana"	"30"	"2010"	"2010"	"Under 15 years"	"15"	12	Not Available	Not Available
	"Montana"	"30"	"2010"	"2010"	"15-19 years"	"15-19"	1128	32209	35.02
	"Montana"	"30"	"2010"	"2010"	"20-24 years"	"20-24"	3137	32199	97.43
	"Montana"	"30"	"2010"	"2010"	"25-29 years"	"25-29"	3622	30988	116.88
	"Montana"	"30"	"2010"	"2010"	"30-34 years"	"30-34"	2778	28532	97.36
	"Montana"	"30"	"2010"	"2010"	"35-39 years"	"35-39"	1144	27220	42.03
	"Montana"	"30"	"2010"	"2010"	"40-44 years"	"40-44"	218	28522	7.64
	"Montana"	"30"	"2010"	"2010"	"45-49 years"	"45-49"	21	Not Available	Not Available
	"Montana"	"30"	"2011"	"2011"	"15-19 years"	"15-19"	930	31901	29.15
	"Montana"	"30"	"2011"	"2011"	"20-24 years"	"20-24"	3210	33211	96.65
	"Montana"	"30"	"2011"	"2011"	"25-29 years"	"25-29"	3744	31064	120.53
	"Montana"	"30"	"2011"	"2011"	"30-34 years"	"30-34"	2853	29575	96.47
	"Montana"	"30"	"2011"	"2011"	"35-39 years"	"35-39"	1066	26473	40.27
	"Montana"	"30"	"2011"	"2011"	"40-44 years"	"40-44"	245	28710	8.53
	"Montana"	"30"	"2011"	"2011"	"45-49 years"	"45-49"	13	Not Available	Not Available
	"Montana"	"30"	"2012"	"2012"	"15-19 years"	"15-19"	892	31003	28.77
	"Montana"	"30"	"2012"	"2012"	"20-24 years"	"20-24"	3081	33973	90.69
	"Montana"	"30"	"2012"	"2012"	"25-29 years"	"25-29"	3752	30956	121.20
	"Montana"	"30"	"2012"	"2012"	"30-34 years"	"30-34"	2940	30376	96.79
	"Montana"	"30"	"2012"	"2012"	"35-39 years"	"35-39"	1217	26939	45.18
	"Montana"	"30"	"2012"	"2012"	"40-44 years"	"40-44"	220	28637	7.68
	"Montana"	"30"	"2013"	"2013"	"15-19 years"	"15-19"	855	30653	27.89
	"Montana"	"30"	"2013"	"2013"	"20-24 years"	"20-24"	3168	35109	90.23
	"Montana"	"30"	"2013"	"2013"	"25-29 years"	"25-29"	3890	30748	126.51
	"Montana"	"30"	"2013"	"2013"	"30-34 years"	"30-34"	2993	31242	95.80
	"Montana"	"30"	"2013"	"2013"	"35-39 years"	"35-39"	1226	27818	44.07
	"Montana"	"30"	"2013"	"2013"	"40-44 years"	"40-44"	219	28583	7.66
	"Montana"	"30"	"2013"	"2013"	"45-49 years"	"45-49"	18	Not Available	Not Available
	"Montana"	"30"	"2014"	"2014"	"15-19 years"	"15-19"	807	30564	26.40
	"Montana"	"30"	"2014"	"2014"	"20-24 years"	"20-24"	2928	35563	82.33
	"Montana"	"30"	"2014"	"2014"	"25-29 years"	"25-29"	3914	30938	126.51
	"Montana"	"30"	"2014"	"2014"	"30-34 years"	"30-34"	3237	31990	101.19
	"Montana"	"30"	"2014"	"2014"	"35-39 years"	"35-39"	1255	28521	44.00
	"Montana"	"30"	"2014"	"2014"	"40-44 years"	"40-44"	271	28085	9.65
	"Montana"	"30"	"2014"	"2014"	"45-49 years"	"45-49"	14	Not Available	Not Available
